id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	method	nsnp	n_outliers	b	se	pval
NsL1gO	kp957J	Liu2019drnkwk23andMe	Lambert2013load	5e-6	TRUE	Weighted mode	31	2	5.751464590357386e-4	0.001228478193774487	0.6430410671037492
NsL1gO	kp957J	Liu2019drnkwk23andMe	Lambert2013load	5e-6	TRUE	MR Egger	31	2	0.0021248882037605463	0.0016864918617428258	0.2177342151511195
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	7	2	-0.007481414503524028	0.006242132401717575	0.23070878426448846
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	FALSE	Weighted median	7	2	-0.004322926620422532	0.0087527192379192615	0.6213801461068662
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	FALSE	Weighted mode	7	2	-0.00701251580484559	0.012508416589382555	0.595352696725744
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	FALSE	MR Egger	7	2	0.07157151729000515	0.057483918323023964	0.2682762410525822
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	5	2	-0.007613462258895143	0.007397078739591899	0.30336100766758567
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	TRUE	Weighted median	5	2	-0.009430960196463228	0.008966825340519829	0.2929090623228301
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	TRUE	Weighted mode	5	2	-0.01743257415252143	0.011903810952788772	0.21692454294037872
COrj0g	Ypzig6	Yengo2018bmi	Kunkle2019load	5e-8	TRUE	MR Egger	5	2	0.017412103785814443	0.04312428294905284	0.7134426163279726
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	20	5	-0.010316655278018208	0.00463791026962278	0.02612027315558872
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	FALSE	Weighted median	20	5	-0.0025923717017274895	0.007644842879009728	0.7345338583072356
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	FALSE	Weighted mode	20	5	-0.006286798995573606	0.00937935526127533	0.5107445635061341
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	FALSE	MR Egger	20	5	0.008699960967859625	0.03795106509930481	0.8212657525344849
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	TRUE	Inverse variance weighted (fixed effects)	15	5	6.099287176610838e-4	0.005186847402346537	0.9063914087737988
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	TRUE	Weighted median	15	5	-0.001598258068906537	0.00796196880264801	0.8409045864398614
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	TRUE	Weighted mode	15	5	-0.00544626604181396	0.011387930301219453	0.6398551109877493
X8nmhS	Unr3dd	Yengo2018bmi	Kunkle2019load	5e-6	TRUE	MR Egger	15	5	-0.030988119137549168	0.02218758803546088	0.18590966248612292
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	10	1	0.02759109146387136	0.022318159776816476	0.21636121417050447
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	FALSE	Weighted median	10	1	-9.473799689340978e-4	0.03326521840591969	0.9772796417517974
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	FALSE	Weighted mode	10	1	-0.016650840467114958	0.04119695632958671	0.6955189308786777
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	FALSE	MR Egger	10	1	0.10932787995709378	0.1785101047384516	0.5572455841044242
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	9	1	0.01065785921277012	0.022903336311802917	0.6416873472273714
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	TRUE	Weighted median	9	1	-0.008158500912092817	0.03340984778830308	0.8070801903108593
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	TRUE	Weighted mode	9	1	-0.03024197588282701	0.04754218351260969	0.5424719739464581
geQVJR	uLEA30	Xue2018diab	Kunkle2019load	5e-8	TRUE	MR Egger	9	1	-0.030713172387074328	0.16417142873658055	0.8569048261472121
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	23	1	0.01642086795870883	0.01808553934032054	0.3639016441355131
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	FALSE	Weighted median	23	1	-0.028461007847274823	0.028845032102133687	0.32379628084840156
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	FALSE	Weighted mode	23	1	-0.029287403231429365	0.04211124634967549	0.4940379751911478
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	FALSE	MR Egger	23	1	-0.02025446567207155	0.09201433450071579	0.8279012036374711
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	TRUE	Inverse variance weighted (fixed effects)	22	1	0.00511782417447568	0.018392752237604535	0.7808187498236103
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	TRUE	Weighted median	22	1	-0.03491687339010408	0.02796371812208049	0.2117934201890405
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	TRUE	Weighted mode	22	1	-0.02932401771135057	0.04325782673040353	0.505243099136757
bREm99	ndQzMQ	Xue2018diab	Kunkle2019load	5e-6	TRUE	MR Egger	22	1	-0.0913418051710737	0.08406332128274312	0.29014389058573703
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	15	2	0.00341396145899322	0.006030861586331381	0.5713381211458779
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	FALSE	Weighted median	15	2	0.006772046195028535	0.009362029044671785	0.46946340625335725
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	FALSE	Weighted mode	15	2	0.007191778595207421	0.012276741947546554	0.5673308427041481
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	FALSE	MR Egger	15	2	0.04866841495342542	0.04015574269259855	0.2470842908412523
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	13	2	0.0014360053455972311	0.006330663024906429	0.8205533491666992
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	TRUE	Weighted median	13	2	0.006592299092075166	0.009273037068360475	0.4771397207748049
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	TRUE	Weighted mode	13	2	0.0076942798586835115	0.013511986258230902	0.5795604001000443
cRH7yi	PCDjyy	Niarchou2020meat	Kunkle2019load	5e-8	TRUE	MR Egger	13	2	-0.023854433077505476	0.038280102068638716	0.5458859038543533
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	36	1	0.003276748505902146	0.004700283764938599	0.4857161578354137
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	FALSE	Weighted median	36	1	0.006543580840038669	0.007425161013176791	0.3781710295316918
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	FALSE	Weighted mode	36	1	0.009586838725227864	0.011899895571990336	0.42589953846379003
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	FALSE	MR Egger	36	1	0.017492048942125592	0.020096079126623468	0.39017459367762675
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	TRUE	Inverse variance weighted (fixed effects)	35	1	-9.470653581334356e-5	0.004777054214931729	0.9841827348844798
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	TRUE	Weighted median	35	1	0.004954285652036997	0.007616906533488177	0.5154127123332939
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	TRUE	Weighted mode	35	1	0.010025204777677404	0.011844944968276403	0.40326429593706836
1hKBFM	3QPm5t	Niarchou2020meat	Kunkle2019load	5e-6	TRUE	MR Egger	35	1	-7.739688553577649e-4	0.019451278721628208	0.9685002051926379
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	15	1	1.7882580033068895e-4	0.006005369440330518	0.9762443821145391
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	FALSE	Weighted median	15	1	-0.0016326763563441098	0.00874085580920456	0.8518278084632419
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	FALSE	Weighted mode	15	1	-7.805268805774201e-4	0.013419520650339937	0.9544403959299166
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	FALSE	MR Egger	15	1	0.006959658258026686	0.039258175306438096	0.8620214114370427
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	14	1	-0.007381048938804015	0.006182482024367611	0.23253077812600548
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	TRUE	Weighted median	14	1	-0.0017520747630197125	0.008886444224837937	0.8437002692569557
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	TRUE	Weighted mode	14	1	-0.001928444025026052	0.013394944658886992	0.8877335347576004
k2ts8O	p108sD	Niarchou2020fish	Kunkle2019load	5e-8	TRUE	MR Egger	14	1	0.026954572463136667	0.022741246270152102	0.2588514896177458
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	36	1	-3.8574043415117647e-4	0.004680501861255838	0.9343172395608071
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	FALSE	Weighted median	36	1	-0.0017373998477622525	0.007119824712478794	0.8072131306500099
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	FALSE	Weighted mode	36	1	-7.110965973477212e-4	0.01213786440997265	0.9536158890203953
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	FALSE	MR Egger	36	1	-0.0031665565108971454	0.021154589814523433	0.8818963815938091
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	TRUE	Inverse variance weighted (fixed effects)	35	1	-0.004892564657616811	0.004762910379165172	0.30431610589802266
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	TRUE	Weighted median	35	1	-0.001857699021459925	0.007424660768609885	0.8024275924947067
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	TRUE	Weighted mode	35	1	-8.147704917021437e-4	0.010982136738582955	0.9412935699241038
RBu43p	vagm0s	Niarchou2020fish	Kunkle2019load	5e-6	TRUE	MR Egger	35	1	1.572166969307001e-5	0.017802742591939823	0.9993007022163571
7E6aGO	vx75B4	Willer2013hdl	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	7	0	-0.014189635575918534	0.01768033695125951	0.42222568321512655
7E6aGO	vx75B4	Willer2013hdl	Kunkle2019load	5e-8	FALSE	Weighted median	7	0	-0.02539118568386258	0.022634344839354205	0.2619479063037835
7E6aGO	vx75B4	Willer2013hdl	Kunkle2019load	5e-8	FALSE	Weighted mode	7	0	-0.03527692340167363	0.031505800745382895	0.30565309698072196
7E6aGO	vx75B4	Willer2013hdl	Kunkle2019load	5e-8	FALSE	MR Egger	7	0	-0.0038375689010938367	0.1257208068919543	0.9768296838597539
Ujrkrh	iNfqLF	Willer2013hdl	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	21	0	-0.017777891608081953	0.012743313969867444	0.16299291958588638
Ujrkrh	iNfqLF	Willer2013hdl	Kunkle2019load	5e-6	FALSE	Weighted median	21	0	-0.024807062349113913	0.019262318837476873	0.19779664634055102
Ujrkrh	iNfqLF	Willer2013hdl	Kunkle2019load	5e-6	FALSE	Weighted mode	21	0	-0.030510382475259445	0.031033780364729858	0.3372857716744426
Ujrkrh	iNfqLF	Willer2013hdl	Kunkle2019load	5e-6	FALSE	MR Egger	21	0	-0.051486321969036845	0.04847602341981382	0.3015050539731319
d8UbFl	WRAmPn	Willer2013ldl	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	7	0	0.0029372775146398198	0.019167344974462777	0.8782059879262542
d8UbFl	WRAmPn	Willer2013ldl	Kunkle2019load	5e-8	FALSE	Weighted median	7	0	0.022969829664258097	0.024886982967345286	0.3560251219639901
d8UbFl	WRAmPn	Willer2013ldl	Kunkle2019load	5e-8	FALSE	Weighted mode	7	0	0.029771113273140845	0.03571703858707269	0.43646574781132264
d8UbFl	WRAmPn	Willer2013ldl	Kunkle2019load	5e-8	FALSE	MR Egger	7	0	-0.15780019500003076	0.11271728716737953	0.22041388656289837
I4NtZy	IBtxdc	Willer2013ldl	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	21	0	-0.012528088619668701	0.013775966719735503	0.36313042338820645
I4NtZy	IBtxdc	Willer2013ldl	Kunkle2019load	5e-6	FALSE	Weighted median	21	0	0.0039059713533118384	0.02079369261761777	0.8509989065641694
I4NtZy	IBtxdc	Willer2013ldl	Kunkle2019load	5e-6	FALSE	Weighted mode	21	0	0.02143727645568838	0.02941443105667916	0.47457161834772754
I4NtZy	IBtxdc	Willer2013ldl	Kunkle2019load	5e-6	FALSE	MR Egger	21	0	-0.03335174868051979	0.0563410248506494	0.5608547247412174
L6ddqf	mX0gRR	Willer2013tc	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	7	0	0.005592807150408007	0.01877774895729435	0.7658235601471591
L6ddqf	mX0gRR	Willer2013tc	Kunkle2019load	5e-8	FALSE	Weighted median	7	0	0.004535712318350687	0.024354056440163033	0.8522561435322256
L6ddqf	mX0gRR	Willer2013tc	Kunkle2019load	5e-8	FALSE	Weighted mode	7	0	-0.006300364289945709	0.03226302523157796	0.8516179065310981
L6ddqf	mX0gRR	Willer2013tc	Kunkle2019load	5e-8	FALSE	MR Egger	7	0	-0.15128560794033338	0.11024552852891564	0.22834368834035756
1qAu6e	AaF5ry	Willer2013tc	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	21	0	-0.007907798258731063	0.01344953897583974	0.5565587763582155
1qAu6e	AaF5ry	Willer2013tc	Kunkle2019load	5e-6	FALSE	Weighted median	21	0	-0.0054730667253355	0.01985373095520256	0.7828019763119519
1qAu6e	AaF5ry	Willer2013tc	Kunkle2019load	5e-6	FALSE	Weighted mode	21	0	0.0015271203704886327	0.027643263341756007	0.9564923418735433
1qAu6e	AaF5ry	Willer2013tc	Kunkle2019load	5e-6	FALSE	MR Egger	21	0	-0.0495867965635521	0.06026004621801944	0.4207844960896313
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	7	2	0.012134281778266656	0.017213218147644517	0.48084772871378084
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	FALSE	Weighted median	7	2	0.006594270268308319	0.02701402109472188	0.8071491375946185
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	FALSE	Weighted mode	7	2	-0.002013455774369788	0.04724140485875787	0.967386938041211
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	FALSE	MR Egger	7	2	0.005184741508842252	0.20194218186466076	0.9805102320646962
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	5	2	0.011835064818414653	0.021856579271560258	0.5881716001073714
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	TRUE	Weighted median	5	2	0.006290821164679522	0.026890079193972058	0.8150270541804926
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	TRUE	Weighted mode	5	2	0.0018781272993046438	0.03563383320206088	0.9604931400575583
PWcnGe	KlqLSt	Willer2013tg	Kunkle2019load	5e-8	TRUE	MR Egger	5	2	-0.014749426744574653	0.12773726094389445	0.915370157051661
4l2rkW	1nNf1s	Willer2013tg	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	21	0	0.015182505747977412	0.012420360538735376	0.2215607503052383
4l2rkW	1nNf1s	Willer2013tg	Kunkle2019load	5e-6	FALSE	Weighted median	21	0	0.009234071962895943	0.018902733609514395	0.625192481670699
4l2rkW	1nNf1s	Willer2013tg	Kunkle2019load	5e-6	FALSE	Weighted mode	21	0	0.0019689657948227246	0.03500523018397905	0.955702575189072
4l2rkW	1nNf1s	Willer2013tg	Kunkle2019load	5e-6	FALSE	MR Egger	21	0	0.0388782346669214	0.054697618411413663	0.48585214152143386
mcNwme	SQteVo	Dashti2019slepdur	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	14	0	-0.0024639125921212886	0.0057705132578509755	0.6693915168200311
mcNwme	SQteVo	Dashti2019slepdur	Kunkle2019load	5e-8	FALSE	Weighted median	14	0	0.0017387398326042813	0.00860982053746473	0.8399570319265693
mcNwme	SQteVo	Dashti2019slepdur	Kunkle2019load	5e-8	FALSE	Weighted mode	14	0	0.0015526398534392305	0.011556848050803295	0.8951850576471547
mcNwme	SQteVo	Dashti2019slepdur	Kunkle2019load	5e-8	FALSE	MR Egger	14	0	-0.013441160133487578	0.02695777998986406	0.6270743582198794
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	37	2	7.190060739501603e-4	0.004305210657491349	0.8673634887864619
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	FALSE	Weighted median	37	2	0.0028086641506836537	0.006654488904167082	0.6729734836605469
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	FALSE	Weighted mode	37	2	0.004525540292676988	0.010299524870672714	0.66300306262837
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	FALSE	MR Egger	37	2	0.015843042562581823	0.016015280858449443	0.32933307267812284
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	TRUE	Inverse variance weighted (fixed effects)	35	2	0.005204758450626238	0.004415350461158046	0.23848293661197126
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	TRUE	Weighted median	35	2	0.0028612905013219525	0.006696287440956292	0.669164435100837
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	TRUE	Weighted mode	35	2	0.00491948982069465	0.011112186403676491	0.6607784729644304
6rzSGs	mNvzSk	Dashti2019slepdur	Kunkle2019load	5e-6	TRUE	MR Egger	35	2	0.015246904984427464	0.013434689903792783	0.2645974144685754
ZmvNpX	Sl4W5y	Klimentidis2018mvpa	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	14	0	0.006035184844318046	0.005621945844197802	0.2830447663308611
ZmvNpX	Sl4W5y	Klimentidis2018mvpa	Kunkle2019load	5e-8	FALSE	Weighted median	14	0	0.004750935058553998	0.0076620389196650545	0.5352173227452879
ZmvNpX	Sl4W5y	Klimentidis2018mvpa	Kunkle2019load	5e-8	FALSE	Weighted mode	14	0	0.0015658833963344138	0.011519720654832808	0.8939584379311449
ZmvNpX	Sl4W5y	Klimentidis2018mvpa	Kunkle2019load	5e-8	FALSE	MR Egger	14	0	0.04002321415139934	0.022579123674944152	0.10166135374225395
2pa8c5	TFRpQA	Klimentidis2018mvpa	Kunkle2019load	5e-6	FALSE	Inverse variance weighted (fixed effects)	37	0	4.960583484941037e-4	0.00419286700631545	0.9058219863911909
2pa8c5	TFRpQA	Klimentidis2018mvpa	Kunkle2019load	5e-6	FALSE	Weighted median	37	0	0.001029876803999876	0.006274567999830935	0.8696247959811705
2pa8c5	TFRpQA	Klimentidis2018mvpa	Kunkle2019load	5e-6	FALSE	Weighted mode	37	0	0.011923233655124238	0.011496200383926345	0.30658452619517945
2pa8c5	TFRpQA	Klimentidis2018mvpa	Kunkle2019load	5e-6	FALSE	MR Egger	37	0	0.011815524306254222	0.012029275511470275	0.3327275659764739
5wOZQX	QysJ9P	Day2018sociso	Kunkle2019load	5e-8	FALSE	Inverse variance weighted (fixed effects)	14	1	-0.0025543492032890466	0.0051928929985509764	0.6227947845456925
5wOZQX	QysJ9P	Day2018sociso	Kunkle2019load	5e-8	FALSE	Weighted median	14	1	-0.006566191348047321	0.007448896333635905	0.37804803624575417
5wOZQX	QysJ9P	Day2018sociso	Kunkle2019load	5e-8	FALSE	Weighted mode	14	1	-0.01009653874829694	0.009634506820052232	0.31375236274359286
5wOZQX	QysJ9P	Day2018sociso	Kunkle2019load	5e-8	FALSE	MR Egger	14	1	-0.024495798696654043	0.027752828678200447	0.3947677701626482
5wOZQX	QysJ9P	Day2018sociso	Kunkle2019load	5e-8	TRUE	Inverse variance weighted (fixed effects)	13	1	-0.0077847689098991465	0.005343932701212063	0.14518566343406505
