id.exposure	id.outcome	outcome	exposure	pt	outliers_removed	method	nsnp	n_outliers	b	se	pval
3rhhxU	SudLbR	Grasby2020surfarea	Yengo2018bmi	5e-8	FALSE	MR Egger	504	3	1441.616535428738	1107.4867687660062	0.19361566517290343
3rhhxU	SudLbR	Grasby2020surfarea	Yengo2018bmi	5e-8	TRUE	Inverse variance weighted (fixed effects)	501	3	-646.58096084257	343.7043309763943	0.05994298750895601
3rhhxU	SudLbR	Grasby2020surfarea	Yengo2018bmi	5e-8	TRUE	Weighted median	501	3	-844.5509702489663	603.2016298977527	0.16147922134780912
3rhhxU	SudLbR	Grasby2020surfarea	Yengo2018bmi	5e-8	TRUE	Weighted mode	501	3	-798.1537817010903	1146.3406319814444	0.48658809756714627
3rhhxU	SudLbR	Grasby2020surfarea	Yengo2018bmi	5e-8	TRUE	MR Egger	501	3	729.769707919163	1071.5158541799187	0.4961476036258553
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	FALSE	Inverse variance weighted (fixed effects)	692	3	-343.8486851765052	321.07000650338716	0.2841936464012719
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	FALSE	Weighted median	692	3	-398.10328038593497	589.0482757225201	0.4991412720048697
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	FALSE	Weighted mode	692	3	-653.0469785136374	1198.7300001383603	0.5860789712221195
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	FALSE	MR Egger	692	3	650.5678646230164	973.2618391902064	0.5040758427685581
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	TRUE	Inverse variance weighted (fixed effects)	689	3	-469.0517640972773	322.38151805983614	0.1456807215090713
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	TRUE	Weighted median	689	3	-428.4422263440588	578.4889765845705	0.45892207411649727
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	TRUE	Weighted mode	689	3	-701.6489070919415	1165.367949035038	0.5473168670844093
PhFqmu	rQYKEr	Grasby2020surfarea	Yengo2018bmi	5e-6	TRUE	MR Egger	689	3	36.16040697799327	949.2728424834514	0.9696248031582511
enj1zL	nju6t2	Beecham2014npany	Yengo2018bmi	5e-8	FALSE	Inverse variance weighted (fixed effects)	499	0	-0.10331454129988199	0.2266020907968218	0.6484407916797172
enj1zL	nju6t2	Beecham2014npany	Yengo2018bmi	5e-8	FALSE	Weighted median	499	0	0.3124610318230128	0.38956094100602034	0.4225037251813727
enj1zL	nju6t2	Beecham2014npany	Yengo2018bmi	5e-8	FALSE	Weighted mode	499	0	0.7640807703258972	0.6744920212026576	0.2578332610100752
enj1zL	nju6t2	Beecham2014npany	Yengo2018bmi	5e-8	FALSE	MR Egger	499	0	0.7955414898574963	0.6023616261178891	0.18720784288307749
3Ypiqo	kL3spC	Beecham2014npany	Yengo2018bmi	5e-6	FALSE	Inverse variance weighted (fixed effects)	683	0	-0.1256430288739853	0.21279318119391327	0.5548912181497836
3Ypiqo	kL3spC	Beecham2014npany	Yengo2018bmi	5e-6	FALSE	Weighted median	683	0	0.270128815154044	0.38650314793899393	0.4846116733521272
3Ypiqo	kL3spC	Beecham2014npany	Yengo2018bmi	5e-6	FALSE	Weighted mode	683	0	0.6475687805333052	0.6678916945039027	0.33260382228843133
3Ypiqo	kL3spC	Beecham2014npany	Yengo2018bmi	5e-6	FALSE	MR Egger	683	0	0.5876055247876018	0.5472071257669611	0.2832807808382809
NXLkMW	DDibCX	Beecham2014braak4	Yengo2018bmi	5e-8	FALSE	Inverse variance weighted (fixed effects)	500	0	-0.1377790208139658	0.13828358630110985	0.3190795220863286
NXLkMW	DDibCX	Beecham2014braak4	Yengo2018bmi	5e-8	FALSE	Weighted median	500	0	-0.30408516893796156	0.23812418503048882	0.201601380446148
NXLkMW	DDibCX	Beecham2014braak4	Yengo2018bmi	5e-8	FALSE	Weighted mode	500	0	-0.865264794826583	0.4845270053063382	0.07473997259524051
NXLkMW	DDibCX	Beecham2014braak4	Yengo2018bmi	5e-8	FALSE	MR Egger	500	0	-0.506411923256109	0.3767381006927626	0.1794952424088358
jAnxLT	Np22JZ	Beecham2014braak4	Yengo2018bmi	5e-6	FALSE	Inverse variance weighted (fixed effects)	684	0	-0.0714931587358185	0.12987759254163678	0.5820000026934419
jAnxLT	Np22JZ	Beecham2014braak4	Yengo2018bmi	5e-6	FALSE	Weighted median	684	0	-0.2745017974627806	0.21680410952932558	0.20546718710402612
jAnxLT	Np22JZ	Beecham2014braak4	Yengo2018bmi	5e-6	FALSE	Weighted mode	684	0	-0.7213540816770134	0.4727791118325715	0.12752906662462432
jAnxLT	Np22JZ	Beecham2014braak4	Yengo2018bmi	5e-6	FALSE	MR Egger	684	0	-0.5439466721937984	0.3410439353951584	0.11118757972357829
NOQDKx	mLWa0p	Beecham2014vbiany	Yengo2018bmi	5e-8	FALSE	Inverse variance weighted (fixed effects)	499	0	-0.1763090134767889	0.18187506285956193	0.33234749638849737
NOQDKx	mLWa0p	Beecham2014vbiany	Yengo2018bmi	5e-8	FALSE	Weighted median	499	0	-0.309059387023736	0.29819488139522576	0.29999960065288417
NOQDKx	mLWa0p	Beecham2014vbiany	Yengo2018bmi	5e-8	FALSE	Weighted mode	499	0	-0.4072546223429292	0.5904953301978985	0.4907147691091158
NOQDKx	mLWa0p	Beecham2014vbiany	Yengo2018bmi	5e-8	FALSE	MR Egger	499	0	-0.34895762737677993	0.48178787111494836	0.4692240776153611
3tXBJT	74lr9O	Beecham2014vbiany	Yengo2018bmi	5e-6	FALSE	Inverse variance weighted (fixed effects)	684	0	-0.006272421037983118	0.17074959667608922	0.9706966068811594
3tXBJT	74lr9O	Beecham2014vbiany	Yengo2018bmi	5e-6	FALSE	Weighted median	684	0	-0.1570929315905046	0.29076680002360006	0.589010008255691
3tXBJT	74lr9O	Beecham2014vbiany	Yengo2018bmi	5e-6	FALSE	Weighted mode	684	0	-0.31845231262454377	0.5236984677405422	0.5433343483783744
3tXBJT	74lr9O	Beecham2014vbiany	Yengo2018bmi	5e-6	FALSE	MR Egger	684	0	-0.5760966526328511	0.43764634285783016	0.18849813409199184
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	117	1	-0.01715879374218948	0.02090591877839187	0.41178157405340926
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	FALSE	Weighted median	117	1	-0.005314098139864783	0.04330083917073179	0.902324817861944
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	FALSE	Weighted mode	117	1	0.01254002093113038	0.041739965934666605	0.7643854314939227
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	FALSE	MR Egger	117	1	0.037099860605915434	0.06042263718958612	0.5404241128412869
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	TRUE	Inverse variance weighted (fixed effects)	116	1	-0.008872002524245599	0.02101013510263245	0.6728261196218851
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	TRUE	Weighted median	116	1	-0.005020918705513372	0.041397902197303826	0.9034657953819107
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	TRUE	Weighted mode	116	1	0.011167844097244028	0.048586153667772955	0.8186116132772159
ge4ZSr	XSymEI	Kunkle2019load	Xue2018diab	5e-8	TRUE	MR Egger	116	1	0.040469687102614234	0.05813150416971124	0.4877363311610704
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	FALSE	Inverse variance weighted (fixed effects)	218	1	-0.0010112030215408809	0.01828028591346688	0.9558862480829188
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	FALSE	Weighted median	218	1	-0.0049283484336331475	0.03912377669430108	0.8997571633849009
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	FALSE	Weighted mode	218	1	0.01528647527755056	0.04341496010385125	0.7251037981579431
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	FALSE	MR Egger	218	1	-0.010461435463377683	0.050389433023166286	0.8357277813392359
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	TRUE	Inverse variance weighted (fixed effects)	217	1	0.005433014340687703	0.01834983829307415	0.7671692278812718
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	TRUE	Weighted median	217	1	-0.0047612140678538846	0.04015051883653322	0.9056048445249028
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	TRUE	Weighted mode	217	1	0.015242776919736967	0.04352917620760201	0.7265494929370684
LoBprr	dLkC4E	Kunkle2019load	Xue2018diab	5e-6	TRUE	MR Egger	217	1	-0.002843916977647101	0.04923162724049425	0.9539886272331033
0AskvK	vCiNxz	Huang2017aaos	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	117	0	0.06440812029752764	0.019109432161931676	7.503505271918811e-4
0AskvK	vCiNxz	Huang2017aaos	Xue2018diab	5e-8	FALSE	Weighted median	117	0	0.03075185934506975	0.03646918807243827	0.3991006529506224
0AskvK	vCiNxz	Huang2017aaos	Xue2018diab	5e-8	FALSE	Weighted mode	117	0	0.05430496662329176	0.037511191269686335	0.15039817435819974
0AskvK	vCiNxz	Huang2017aaos	Xue2018diab	5e-8	FALSE	MR Egger	117	0	0.048332141357884134	0.050260402129006725	0.338250803634477
AE3F6f	qQQ5RM	Huang2017aaos	Xue2018diab	5e-6	FALSE	Inverse variance weighted (fixed effects)	218	0	0.07195163876344822	0.016854778935267267	1.9642504522738036e-5
AE3F6f	qQQ5RM	Huang2017aaos	Xue2018diab	5e-6	FALSE	Weighted median	218	0	0.04450275218318155	0.0321438147350421	0.16620882858271357
AE3F6f	qQQ5RM	Huang2017aaos	Xue2018diab	5e-6	FALSE	Weighted mode	218	0	0.06700589012614033	0.033830002355400374	0.04889197823166994
AE3F6f	qQQ5RM	Huang2017aaos	Xue2018diab	5e-6	FALSE	MR Egger	218	0	0.03483829999599374	0.043835274166431924	0.42762845086011847
BJh4Mi	beTac4	Deming2017ab42	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	106	0	0.004222789111046518	0.006229143324976704	0.497829720089645
BJh4Mi	beTac4	Deming2017ab42	Xue2018diab	5e-8	FALSE	Weighted median	106	0	0.010212399459690337	0.011706831479334294	0.3830200298407999
BJh4Mi	beTac4	Deming2017ab42	Xue2018diab	5e-8	FALSE	Weighted mode	106	0	0.006631300798974671	0.012326623301689345	0.5917391880440634
BJh4Mi	beTac4	Deming2017ab42	Xue2018diab	5e-8	FALSE	MR Egger	106	0	0.0014513259594766713	0.015021941375063434	0.9232190787950872
vgDpog	njyaN2	Deming2017ab42	Xue2018diab	5e-6	FALSE	Inverse variance weighted (fixed effects)	202	0	0.0019462539798677041	0.005412317152885687	0.7191483935095313
vgDpog	njyaN2	Deming2017ab42	Xue2018diab	5e-6	FALSE	Weighted median	202	0	0.009843208692426548	0.01077575400282431	0.361001225737572
vgDpog	njyaN2	Deming2017ab42	Xue2018diab	5e-6	FALSE	Weighted mode	202	0	0.005349148583106644	0.011709960671838474	0.6483057102197625
vgDpog	njyaN2	Deming2017ab42	Xue2018diab	5e-6	FALSE	MR Egger	202	0	0.0030946109744766173	0.012928945107362316	0.8110752323205186
h7edTD	iH7104	Deming2017ptau	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	113	0	0.01723069628858606	0.008058876441211428	0.0325085013821331
h7edTD	iH7104	Deming2017ptau	Xue2018diab	5e-8	FALSE	Weighted median	113	0	0.023437941065609983	0.015809499002249858	0.13820126948605296
h7edTD	iH7104	Deming2017ptau	Xue2018diab	5e-8	FALSE	Weighted mode	113	0	0.02500844113799383	0.015547313496181749	0.11053276440553103
h7edTD	iH7104	Deming2017ptau	Xue2018diab	5e-8	FALSE	MR Egger	113	0	0.027031117204810235	0.01849308551470909	0.14665207260519594
1GZBVr	0vHrze	Deming2017ptau	Xue2018diab	5e-6	FALSE	Inverse variance weighted (fixed effects)	214	0	0.013691554818554033	0.007003145125511184	0.05057622625192337
1GZBVr	0vHrze	Deming2017ptau	Xue2018diab	5e-6	FALSE	Weighted median	214	0	0.022882126792368618	0.014091956116953215	0.10442443217207704
1GZBVr	0vHrze	Deming2017ptau	Xue2018diab	5e-6	FALSE	Weighted mode	214	0	0.023254043854420037	0.014597759941125743	0.11264594522114187
1GZBVr	0vHrze	Deming2017ptau	Xue2018diab	5e-6	FALSE	MR Egger	214	0	0.03516086116358311	0.01618192793835021	0.030900488411572117
hVL6oR	jrMkO9	Deming2017tau	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	106	0	0.010543449512440925	0.008704617635677786	0.22580042381833842
hVL6oR	jrMkO9	Deming2017tau	Xue2018diab	5e-8	FALSE	Weighted median	106	0	0.02341827123239915	0.015852238324672353	0.13959930210578145
hVL6oR	jrMkO9	Deming2017tau	Xue2018diab	5e-8	FALSE	Weighted mode	106	0	0.021686847045325697	0.016221531305727864	0.1841389826533852
hVL6oR	jrMkO9	Deming2017tau	Xue2018diab	5e-8	FALSE	MR Egger	106	0	0.013806587321428657	0.020042742620778653	0.4924470513391841
TIs0Ib	3OKlG4	Deming2017tau	Xue2018diab	5e-6	FALSE	Inverse variance weighted (fixed effects)	202	0	0.010917117954201127	0.007564603500293182	0.1489685257416479
TIs0Ib	3OKlG4	Deming2017tau	Xue2018diab	5e-6	FALSE	Weighted median	202	0	0.023408316197040088	0.01501836756813328	0.11908022610229312
TIs0Ib	3OKlG4	Deming2017tau	Xue2018diab	5e-6	FALSE	Weighted mode	202	0	0.021522456531605616	0.015639288340427156	0.1702975693782413
TIs0Ib	3OKlG4	Deming2017tau	Xue2018diab	5e-6	FALSE	MR Egger	202	0	0.021022009107444176	0.017553770845484158	0.2324987614242969
Dm1t20	BndOX3	Hilbar2017hipv	Xue2018diab	5e-8	FALSE	Inverse variance weighted (fixed effects)	117	1	0.003186386869099623	0.01265205332466044	0.80115900972662
Dm1t20	BndOX3	Hilbar2017hipv	Xue2018diab	5e-8	FALSE	Weighted median	117	1	-0.04332452341880688	0.021035073607960433	0.03943367691077925
Dm1t20	BndOX3	Hilbar2017hipv	Xue2018diab	5e-8	FALSE	Weighted mode	117	1	-0.04011008916020353	0.027298246849609478	0.14445061617421343
Dm1t20	BndOX3	Hilbar2017hipv	Xue2018diab	5e-8	FALSE	MR Egger	117	1	-0.04229838674390342	0.03550386760701934	0.23595980015863316
